Hour,Technology,Charging power (MW),Discharging power (MW),State of charge (MWh)
1980,H2,0.0,0.0,0.0
1981,Li-Ion,0.0,0.0,0.0
1981,CAES,0.0,0.0,0.0
1981,PHS,58397.988,41602.012,54389.839
1981,H2,0.0,0.0,0.0
1982,Li-Ion,0.0,0.0,0.0
1982,CAES,0.0,0.0,0.0
1982,PHS,58423.371,41576.629,59038.048
1982,H2,0.0,0.0,0.0
1983,Li-Ion,0.0,0.0,0.0
1983,CAES,0.0,0.0,0.0
1983,PHS,58103.827,41896.173,63042.333
1983,H2,0.0,0.0,0.0
1984,Li-Ion,0.0,0.0,0.0
1984,CAES,0.0,0.0,0.0
1984,PHS,57645.155,42354.845,66122.331
1984,H2,0.0,0.0,0.0
1985,Li-Ion,0.0,0.0,0.0
1985,CAES,0.0,0.0,0.0
1985,PHS,57423.096,42576.904,68754.851
1985,H2,0.0,0.0,0.0
1986,Li-Ion,0.0,0.0,0.0
1986,CAES,0.0,0.0,0.0
1986,PHS,56748.719,43251.281,70028.409
1986,H2,0.0,0.0,0.0
1987,Li-Ion,0.0,0.0,0.0
1987,CAES,0.0,0.0,0.0
1987,PHS,55870.0,44130.0,69531.229
1987,H2,0.0,0.0,0.0
1988,Li-Ion,0.0,0.0,0.0
1988,CAES,0.0,0.0,0.0
1988,PHS,54766.903,45233.097,66811.158
1988,H2,0.0,0.0,0.0
1989,Li-Ion,0.0,0.0,0.0
1989,CAES,0.0,0.0,0.0
1989,PHS,54652.178,45347.822,63859.901
1989,H2,0.0,0.0,0.0
1990,Li-Ion,0.0,0.0,0.0
1990,CAES,0.0,0.0,0.0
1990,PHS,55066.014,44933.986,61742.58
1990,H2,0.0,0.0,0.0
1991,Li-Ion,0.0,0.0,0.0
1991,CAES,0.0,0.0,0.0
1991,PHS,55781.891,44218.109,61067.85
1991,H2,0.0,0.0,0.0
1992,Li-Ion,0.0,0.0,0.0
1992,CAES,0.0,0.0,0.0
1992,PHS,56593.715,43406.285,62029.053
1992,H2,0.0,0.0,0.0
1993,Li-Ion,0.0,0.0,0.0
1993,CAES,0.0,0.0,0.0
1993,PHS,57150.726,42849.274,64112.71
1993,H2,0.0,0.0,0.0
1994,Li-Ion,0.0,0.0,0.0
1994,CAES,0.0,0.0,0.0
1994,PHS,57347.721,42652.279,66593.338
1994,H2,0.0,0.0,0.0
1995,Li-Ion,0.0,0.0,0.0
1995,CAES,0.0,0.0,0.0
1995,PHS,57509.015,42490.985,69398.995
1995,H2,0.0,0.0,0.0
1996,Li-Ion,0.0,0.0,0.0
1996,CAES,0.0,0.0,0.0
1996,PHS,57474.931,42525.069,72135.97
1996,H2,0.0,0.0,0.0
1997,Li-Ion,0.0,0.0,0.0
1997,CAES,0.0,0.0,0.0
1997,PHS,57222.318,42777.682,74363.894
1997,H2,0.0,0.0,0.0
1998,Li-Ion,0.0,0.0,0.0
1998,CAES,0.0,0.0,0.0
1998,PHS,56650.607,43349.393,75439.743
1998,H2,0.0,0.0,0.0
1999,Li-Ion,0.0,0.0,0.0
1999,CAES,0.0,0.0,0.0
1999,PHS,55216.672,44783.328,73626.019
1999,H2,0.0,0.0,0.0
2000,Li-Ion,0.0,0.0,0.0
2000,CAES,0.0,0.0,0.0
2000,PHS,54342.77,45657.23,70051.262
2000,H2,0.0,0.0,0.0
2001,Li-Ion,0.0,0.0,0.0
2001,CAES,0.0,0.0,0.0
2001,PHS,54399.668,45600.332,66591.163
2001,H2,0.0,0.0,0.0
2002,Li-Ion,0.0,0.0,0.0
2002,CAES,0.0,0.0,0.0
2002,PHS,54746.272,45253.728,63829.519
2002,H2,0.0,0.0,0.0
2003,Li-Ion,0.0,0.0,0.0
2003,CAES,0.0,0.0,0.0
2003,PHS,55164.567,44835.433,61910.795
2003,H2,0.0,0.0,0.0
2004,Li-Ion,0.0,0.0,0.0
2004,CAES,0.0,0.0,0.0
2004,PHS,55242.26,44757.74,60148.634
2004,H2,0.0,0.0,0.0
2005,Li-Ion,0.0,0.0,0.0
2005,CAES,0.0,0.0,0.0
2005,PHS,55180.637,44819.363,58262.294
2005,H2,0.0,0.0,0.0
2006,Li-Ion,0.0,0.0,0.0
2006,CAES,0.0,0.0,0.0
2006,PHS,54831.783,45168.217,55672.965
2006,H2,0.0,0.0,0.0
2007,Li-Ion,0.0,0.0,0.0
2007,CAES,0.0,0.0,0.0
2007,PHS,54812.096,45187.904,53043.964
2007,H2,0.0,0.0,0.0
2008,Li-Ion,0.0,0.0,0.0
2008,CAES,0.0,0.0,0.0
2008,PHS,54649.991,45350.009,50088.3
2008,H2,0.0,0.0,0.0
2009,Li-Ion,0.0,0.0,0.0
2009,CAES,0.0,0.0,0.0
2009,PHS,54522.036,45477.964,46874.79
2009,H2,0.0,0.0,0.0
2010,Li-Ion,0.0,0.0,0.0
2010,CAES,0.0,0.0,0.0
2010,PHS,54298.098,45701.902,43210.014
2010,H2,0.0,0.0,0.0
2011,Li-Ion,0.0,0.0,0.0
2011,CAES,0.0,0.0,0.0
2011,PHS,53772.523,46227.477,38486.133
2011,H2,0.0,0.0,0.0
2012,Li-Ion,0.0,0.0,0.0
2012,CAES,0.0,0.0,0.0
2012,PHS,52980.022,47019.978,32165.254
2012,H2,0.0,0.0,0.0
2013,Li-Ion,0.0,0.0,0.0
2013,CAES,0.0,0.0,0.0
2013,PHS,53219.795,46780.205,26327.55
2013,H2,0.0,0.0,0.0
2014,Li-Ion,0.0,0.0,0.0
2014,CAES,0.0,0.0,0.0
2014,PHS,53920.45,46079.55,21901.763
2014,H2,0.0,0.0,0.0
2015,Li-Ion,0.0,0.0,0.0
2015,CAES,0.0,0.0,0.0
2015,PHS,54954.301,45045.699,19559.326
2015,H2,0.0,0.0,0.0
2016,Li-Ion,0.0,0.0,0.0
2016,CAES,0.0,0.0,0.0
2016,PHS,55935.195,44064.805,19193.524
2016,H2,0.0,0.0,0.0
2017,Li-Ion,0.0,0.0,0.0
2017,CAES,0.0,0.0,0.0
2017,PHS,56604.59,43395.41,20176.643
2017,H2,0.0,0.0,0.0
2018,Li-Ion,0.0,0.0,0.0
2018,CAES,0.0,0.0,0.0
2018,PHS,57124.919,42875.081,22208.297
2018,H2,0.0,0.0,0.0
2019,Li-Ion,0.0,0.0,0.0
2019,CAES,0.0,0.0,0.0
2019,PHS,57396.15,42603.85,24786.515
2019,H2,0.0,0.0,0.0
2020,Li-Ion,0.0,0.0,0.0
2020,CAES,0.0,0.0,0.0
2020,PHS,57443.382,42556.618,27459.913
2020,H2,0.0,0.0,0.0
2021,Li-Ion,0.0,0.0,0.0
2021,CAES,0.0,0.0,0.0
2021,PHS,57271.509,42728.491,29786.964
2021,H2,0.0,0.0,0.0
2022,Li-Ion,0.0,0.0,0.0
2022,CAES,0.0,0.0,0.0
2022,PHS,56591.271,43408.729,30743.244
2022,H2,0.0,0.0,0.0
2023,Li-Ion,0.0,0.0,0.0
2023,CAES,0.0,0.0,0.0
2023,PHS,55128.325,44871.675,28751.488
2023,H2,0.0,0.0,0.0
2024,Li-Ion,0.0,0.0,0.0
2024,CAES,0.0,0.0,0.0
2024,PHS,54349.831,45650.169,25190.962
2024,H2,0.0,0.0,0.0
2025,Li-Ion,0.0,0.0,0.0
2025,CAES,0.0,0.0,0.0
2025,PHS,54325.487,45674.513,21581.378
2025,H2,0.0,0.0,0.0
2026,Li-Ion,0.0,0.0,0.0
2026,CAES,0.0,0.0,0.0
2026,PHS,54652.02,45347.98,18629.803
2026,H2,0.0,0.0,0.0
2027,Li-Ion,0.0,0.0,0.0
2027,CAES,0.0,0.0,0.0
2027,PHS,55214.166,44785.834,16811.028
2027,H2,0.0,0.0,0.0
2028,Li-Ion,0.0,0.0,0.0
2028,CAES,0.0,0.0,0.0
2028,PHS,55376.714,44623.286,15319.81
2028,H2,0.0,0.0,0.0
2029,Li-Ion,0.0,0.0,0.0
2029,CAES,0.0,0.0,0.0
2029,PHS,55804.755,44195.245,14691.152
2029,H2,0.0,0.0,0.0
2030,Li-Ion,0.0,0.0,0.0
2030,CAES,0.0,0.0,0.0
2030,PHS,55770.172,44229.828,13992.804
2030,H2,0.0,0.0,0.0
2031,Li-Ion,0.0,0.0,0.0
2031,CAES,0.0,0.0,0.0
2031,PHS,55674.334,44325.666,13101.33
2031,H2,0.0,0.0,0.0
2032,Li-Ion,0.0,0.0,0.0
2032,CAES,0.0,0.0,0.0
2032,PHS,55526.419,44473.581,11911.788
2032,H2,0.0,0.0,0.0
2033,Li-Ion,0.0,0.0,0.0
2033,CAES,0.0,0.0,0.0
2033,PHS,55162.207,44837.793,9988.3092
2033,H2,0.0,0.0,0.0
2034,Li-Ion,0.0,0.0,0.0
2034,CAES,0.0,0.0,0.0
2034,PHS,54779.065,45220.935,7292.7473
2034,H2,0.0,0.0,0.0
2035,Li-Ion,0.0,0.0,0.0
2035,CAES,0.0,0.0,0.0
2035,PHS,54153.873,45846.127,3337.3375
2035,H2,0.0,0.0,0.0
2036,Li-Ion,0.0,0.0,0.0
2036,CAES,0.0,0.0,0.0
2036,PHS,6775.7676,0.0,9329.2005
2036,H2,0.0,0.0,0.0
2037,Li-Ion,0.0,0.0,0.0
2037,CAES,0.0,0.0,0.0
2037,PHS,53524.628,46475.372,4105.778
2037,H2,0.0,0.0,0.0
2038,Li-Ion,0.0,0.0,0.0
2038,CAES,0.0,0.0,0.0
2038,PHS,54029.363,45881.733,0.0
2038,H2,0.0,0.0,0.0
2039,Li-Ion,0.0,0.0,0.0
2039,CAES,0.0,0.0,0.0
2039,PHS,46527.608,36384.589,0.0
2039,H2,0.0,0.0,0.0
2040,Li-Ion,0.0,0.0,0.0
2040,CAES,0.0,0.0,0.0
2040,PHS,56112.708,43880.137,0.0
2040,H2,0.0,0.0,0.0
2041,Li-Ion,0.0,0.0,0.0
2041,CAES,0.0,0.0,0.0
2041,PHS,56610.031,43389.969,994.08277
2041,H2,0.0,0.0,0.0
2042,Li-Ion,0.0,0.0,0.0
2042,CAES,0.0,0.0,0.0
2042,PHS,56960.299,43039.701,2694.0038
2042,H2,0.0,0.0,0.0
2043,Li-Ion,0.0,0.0,0.0
2043,CAES,0.0,0.0,0.0
2043,PHS,57148.072,42851.928,4772.3119
2043,H2,0.0,0.0,0.0
2044,Li-Ion,0.0,0.0,0.0
2044,CAES,0.0,0.0,0.0
2044,PHS,57136.939,42863.061,6828.1871
2044,H2,0.0,0.0,0.0
2045,Li-Ion,0.0,0.0,0.0
2045,CAES,0.0,0.0,0.0
2045,PHS,56968.099,43031.901,8543.8249
2045,H2,0.0,0.0,0.0
2046,Li-Ion,0.0,0.0,0.0
2046,CAES,0.0,0.0,0.0
2046,PHS,56184.416,43815.584,8680.2361
2046,H2,0.0,0.0,0.0
2047,Li-Ion,0.0,0.0,0.0
2047,CAES,0.0,0.0,0.0
2047,PHS,54941.311,45058.689,6311.6217
2047,H2,0.0,0.0,0.0
2048,Li-Ion,0.0,0.0,0.0
2048,CAES,0.0,0.0,0.0
2048,PHS,46654.273,38325.755,4228.5079
2048,H2,0.0,0.0,0.0
2049,Li-Ion,0.0,0.0,0.0
2049,CAES,0.0,0.0,0.0
2049,PHS,54018.349,45981.651,0.0
2049,H2,0.0,0.0,0.0
2050,Li-Ion,0.0,0.0,0.0
2050,CAES,0.0,0.0,0.0
2050,PHS,23191.057,14979.828,3568.4175
2050,H2,0.0,0.0,0.0
2051,Li-Ion,0.0,0.0,0.0
2051,CAES,0.0,0.0,0.0
2051,PHS,54345.915,45654.085,0.0
2051,H2,0.0,0.0,0.0
2052,Li-Ion,0.0,0.0,0.0
2052,CAES,0.0,0.0,0.0
2052,PHS,28267.454,19409.586,3048.2189
2052,H2,0.0,0.0,0.0
2053,Li-Ion,0.0,0.0,0.0
2053,CAES,0.0,0.0,0.0
2053,PHS,54604.061,45395.939,0.0
2053,H2,0.0,0.0,0.0
2054,Li-Ion,0.0,0.0,0.0
2054,CAES,0.0,0.0,0.0
2054,PHS,43015.826,33638.376,0.0
2054,H2,0.0,0.0,0.0
2055,Li-Ion,0.0,0.0,0.0
2055,CAES,0.0,0.0,0.0
2055,PHS,46163.817,36100.105,0.0
2055,H2,0.0,0.0,0.0
2056,Li-Ion,0.0,0.0,0.0
2056,CAES,0.0,0.0,0.0
2056,PHS,39325.102,28803.527,2203.6474
2056,H2,0.0,0.0,0.0
2057,Li-Ion,0.0,0.0,0.0
2057,CAES,0.0,0.0,0.0
2057,PHS,55023.175,44976.825,0.0
2057,H2,0.0,0.0,0.0
2058,Li-Ion,0.0,0.0,0.0
2058,CAES,0.0,0.0,0.0
2058,PHS,28871.385,19230.295,3785.0275
2058,H2,0.0,0.0,0.0
2059,Li-Ion,0.0,0.0,0.0
2059,CAES,0.0,0.0,0.0
2059,PHS,54238.424,45761.576,0.0
2059,H2,0.0,0.0,0.0
2060,Li-Ion,0.0,0.0,0.0
2060,CAES,0.0,0.0,0.0
2060,PHS,30038.973,23490.477,0.0
2060,H2,0.0,0.0,0.0
2061,Li-Ion,0.0,0.0,0.0
2061,CAES,0.0,0.0,0.0
2061,PHS,28976.256,22659.432,0.0
2061,H2,0.0,0.0,0.0
2062,Li-Ion,0.0,0.0,0.0
2062,CAES,0.0,0.0,0.0
2062,PHS,25880.412,18149.724,2362.0263
2062,H2,0.0,0.0,0.0
2063,Li-Ion,0.0,0.0,0.0
2063,CAES,0.0,0.0,0.0
2063,PHS,54944.58,45055.42,0.0
2063,H2,0.0,0.0,0.0
2064,Li-Ion,0.0,0.0,0.0
2064,CAES,0.0,0.0,0.0
2064,PHS,54344.44,42497.352,0.0
2064,H2,0.0,0.0,0.0
2065,Li-Ion,0.0,0.0,0.0
2065,CAES,0.0,0.0,0.0
2065,PHS,56616.404,43383.596,1006.9249
2065,H2,0.0,0.0,0.0
2066,Li-Ion,0.0,0.0,0.0
2066,CAES,0.0,0.0,0.0
2066,PHS,57038.759,42961.241,2864.9534
2066,H2,0.0,0.0,0.0
2067,Li-Ion,0.0,0.0,0.0
2067,CAES,0.0,0.0,0.0
2067,PHS,57263.311,42736.689,5175.4845
2067,H2,0.0,0.0,0.0
2068,Li-Ion,0.0,0.0,0.0
2068,CAES,0.0,0.0,0.0
2068,PHS,57322.443,42677.557,7605.175
2068,H2,0.0,0.0,0.0
2069,Li-Ion,0.0,0.0,0.0
2069,CAES,0.0,0.0,0.0
2069,PHS,57128.054,42871.946,9643.1447
2069,H2,0.0,0.0,0.0
2070,Li-Ion,0.0,0.0,0.0
2070,CAES,0.0,0.0,0.0
2070,PHS,56373.294,43626.706,10160.17
2070,H2,0.0,0.0,0.0
2071,Li-Ion,0.0,0.0,0.0
2071,CAES,0.0,0.0,0.0
2071,PHS,55029.623,44970.377,7969.5153
2071,H2,0.0,0.0,0.0
2072,Li-Ion,0.0,0.0,0.0
2072,CAES,0.0,0.0,0.0
2072,PHS,54240.312,45759.688,4188.2919
2072,H2,0.0,0.0,0.0
2073,Li-Ion,0.0,0.0,0.0
2073,CAES,0.0,0.0,0.0
2073,PHS,44318.695,35690.904,3019.3722
2073,H2,0.0,0.0,0.0
2074,Li-Ion,0.0,0.0,0.0
2074,CAES,0.0,0.0,0.0
2074,PHS,54618.376,45381.624,0.0
2074,H2,0.0,0.0,0.0
2075,Li-Ion,0.0,0.0,0.0
2075,CAES,0.0,0.0,0.0
2075,PHS,38847.458,28897.806,1674.6509
2075,H2,0.0,0.0,0.0
2076,Li-Ion,0.0,0.0,0.0
2076,CAES,0.0,0.0,0.0
2076,PHS,55285.687,44714.313,0.0
2076,H2,0.0,0.0,0.0
2077,Li-Ion,0.0,0.0,0.0
2077,CAES,0.0,0.0,0.0
2077,PHS,36545.954,25459.551,3527.4884
2077,H2,0.0,0.0,0.0
2078,Li-Ion,0.0,0.0,0.0
2078,CAES,0.0,0.0,0.0
2078,PHS,55675.341,44324.659,2638.0434
2078,H2,0.0,0.0,0.0
2079,Li-Ion,0.0,0.0,0.0
2079,CAES,0.0,0.0,0.0
2079,PHS,55588.427,44411.573,1573.4548
2079,H2,0.0,0.0,0.0
2080,Li-Ion,0.0,0.0,0.0
2080,CAES,0.0,0.0,0.0
2080,PHS,55335.905,44664.095,0.0
2080,H2,0.0,0.0,0.0
2081,Li-Ion,0.0,0.0,0.0
2081,CAES,0.0,0.0,0.0
2081,PHS,32325.747,22674.829,2944.5694
2081,H2,0.0,0.0,0.0
2082,Li-Ion,0.0,0.0,0.0
2082,CAES,0.0,0.0,0.0
2082,PHS,54655.497,45344.503,0.0
2082,H2,0.0,0.0,0.0
2083,Li-Ion,0.0,0.0,0.0
2083,CAES,0.0,0.0,0.0
2083,PHS,17748.589,9202.9322,5288.2774
2083,H2,0.0,0.0,0.0
2084,Li-Ion,0.0,0.0,0.0
2084,CAES,0.0,0.0,0.0
2084,PHS,53492.444,46507.556,0.0
2084,H2,0.0,0.0,0.0
2085,Li-Ion,0.0,0.0,0.0
2085,CAES,0.0,0.0,0.0
2085,PHS,31943.109,24979.512,0.0
2085,H2,0.0,0.0,0.0
2086,Li-Ion,0.0,0.0,0.0
2086,CAES,0.0,0.0,0.0
2086,PHS,36239.242,28339.087,0.0
2086,H2,0.0,0.0,0.0
2087,Li-Ion,0.0,0.0,0.0
2087,CAES,0.0,0.0,0.0
2087,PHS,44588.989,34868.59,0.0
2087,H2,0.0,0.0,0.0
2088,Li-Ion,0.0,0.0,0.0
2088,CAES,0.0,0.0,0.0
2088,PHS,53457.117,41803.466,0.0
2088,H2,0.0,0.0,0.0
2089,Li-Ion,0.0,0.0,0.0
2089,CAES,0.0,0.0,0.0
2089,PHS,56636.453,43363.547,1047.3267
2089,H2,0.0,0.0,0.0
2090,Li-Ion,0.0,0.0,0.0
2090,CAES,0.0,0.0,0.0
2090,PHS,57023.705,42976.295,2875.0185
2090,H2,0.0,0.0,0.0
2091,Li-Ion,0.0,0.0,0.0
2091,CAES,0.0,0.0,0.0
2091,PHS,57320.041,42679.959,5299.8691
2091,H2,0.0,0.0,0.0
2092,Li-Ion,0.0,0.0,0.0
2092,CAES,0.0,0.0,0.0
2092,PHS,57406.634,42593.366,7899.2157
2092,H2,0.0,0.0,0.0
2093,Li-Ion,0.0,0.0,0.0
2093,CAES,0.0,0.0,0.0
2093,PHS,57107.369,42892.631,9895.5032
2093,H2,0.0,0.0,0.0
2094,Li-Ion,0.0,0.0,0.0
2094,CAES,0.0,0.0,0.0
2094,PHS,56331.872,43668.128,10329.057
2094,H2,0.0,0.0,0.0
2095,Li-Ion,0.0,0.0,0.0
2095,CAES,0.0,0.0,0.0
2095,PHS,54963.417,45036.583,8004.9889
2095,H2,0.0,0.0,0.0
2096,Li-Ion,0.0,0.0,0.0
2096,CAES,0.0,0.0,0.0
2096,PHS,54324.113,45675.887,4392.6359
2096,H2,0.0,0.0,0.0
2097,Li-Ion,0.0,0.0,0.0
2097,CAES,0.0,0.0,0.0
2097,PHS,54267.967,45732.033,667.14211
2097,H2,0.0,0.0,0.0
2098,Li-Ion,0.0,0.0,0.0
2098,CAES,0.0,0.0,0.0
2098,PHS,39843.503,30172.929,1780.658
2098,H2,0.0,0.0,0.0
2099,Li-Ion,0.0,0.0,0.0
2099,CAES,0.0,0.0,0.0
2099,PHS,55233.081,44766.919,0.0
2099,H2,0.0,0.0,0.0
2100,Li-Ion,0.0,0.0,0.0
2100,CAES,0.0,0.0,0.0
2100,PHS,50452.542,39453.888,0.0
2100,H2,0.0,0.0,0.0
2101,Li-Ion,0.0,0.0,0.0
2101,CAES,0.0,0.0,0.0
2101,PHS,53753.796,42035.468,0.0
2101,H2,0.0,0.0,0.0
2102,Li-Ion,0.0,0.0,0.0
2102,CAES,0.0,0.0,0.0
2102,PHS,54294.896,42324.83,151.28049
2102,H2,0.0,0.0,0.0
2103,Li-Ion,0.0,0.0,0.0
2103,CAES,0.0,0.0,0.0
2103,PHS,56041.651,43958.349,0.0
2103,H2,0.0,0.0,0.0
2104,Li-Ion,0.0,0.0,0.0
2104,CAES,0.0,0.0,0.0
2104,PHS,54600.505,42697.595,0.0
2104,H2,0.0,0.0,0.0
2105,Li-Ion,0.0,0.0,0.0
2105,CAES,0.0,0.0,0.0
2105,PHS,50678.119,39630.289,0.0
2105,H2,0.0,0.0,0.0
2106,Li-Ion,0.0,0.0,0.0
2106,CAES,0.0,0.0,0.0
2106,PHS,36934.182,26441.935,2759.8942
2106,H2,0.0,0.0,0.0
2107,Li-Ion,0.0,0.0,0.0
2107,CAES,0.0,0.0,0.0
2107,PHS,54747.141,45252.859,0.0
2107,H2,0.0,0.0,0.0
2108,Li-Ion,0.0,0.0,0.0
2108,CAES,0.0,0.0,0.0
2108,PHS,15558.053,7831.6623,4901.8408
2108,H2,0.0,0.0,0.0
2109,Li-Ion,0.0,0.0,0.0
2109,CAES,0.0,0.0,0.0
2109,PHS,53684.211,46315.789,0.0
2109,H2,0.0,0.0,0.0
2110,Li-Ion,0.0,0.0,0.0
2110,CAES,0.0,0.0,0.0
2110,PHS,38727.37,30284.804,0.0
2110,H2,0.0,0.0,0.0
2111,Li-Ion,0.0,0.0,0.0
2111,CAES,0.0,0.0,0.0
2111,PHS,46044.821,36007.05,0.0
2111,H2,0.0,0.0,0.0
2112,Li-Ion,0.0,0.0,0.0
2112,CAES,0.0,0.0,0.0
2112,PHS,54595.115,42693.38,0.0
2112,H2,0.0,0.0,0.0
2113,Li-Ion,0.0,0.0,0.0
2113,CAES,0.0,0.0,0.0
2113,PHS,56743.494,43256.506,1263.0283
2113,H2,0.0,0.0,0.0
2114,Li-Ion,0.0,0.0,0.0
2114,CAES,0.0,0.0,0.0
2114,PHS,57174.744,42825.256,3395.0841
2114,H2,0.0,0.0,0.0
2115,Li-Ion,0.0,0.0,0.0
2115,CAES,0.0,0.0,0.0
2115,PHS,57487.985,42512.015,6158.3634
2115,H2,0.0,0.0,0.0
2116,Li-Ion,0.0,0.0,0.0
2116,CAES,0.0,0.0,0.0
2116,PHS,57597.4,42402.6,9142.1297
2116,H2,0.0,0.0,0.0
2117,Li-Ion,0.0,0.0,0.0
2117,CAES,0.0,0.0,0.0
2117,PHS,57570.553,42429.447,12071.796
2117,H2,0.0,0.0,0.0
2118,Li-Ion,0.0,0.0,0.0
2118,CAES,0.0,0.0,0.0
2118,PHS,57248.306,42751.694,14352.089
2118,H2,0.0,0.0,0.0
2119,Li-Ion,0.0,0.0,0.0
2119,CAES,0.0,0.0,0.0
2119,PHS,56697.64,43302.36,15522.716
2119,H2,0.0,0.0,0.0
2120,Li-Ion,0.0,0.0,0.0
2120,CAES,0.0,0.0,0.0
2120,PHS,56291.905,43708.095,15875.732
2120,H2,0.0,0.0,0.0
2121,Li-Ion,0.0,0.0,0.0
2121,CAES,0.0,0.0,0.0
2121,PHS,56239.943,43760.057,16124.036
2121,H2,0.0,0.0,0.0
2122,Li-Ion,0.0,0.0,0.0
2122,CAES,0.0,0.0,0.0
2122,PHS,56494.444,43505.556,16885.196
2122,H2,0.0,0.0,0.0
2123,Li-Ion,0.0,0.0,0.0
2123,CAES,0.0,0.0,0.0
2123,PHS,57012.191,42987.809,18689.685
2123,H2,0.0,0.0,0.0
2124,Li-Ion,0.0,0.0,0.0
2124,CAES,0.0,0.0,0.0
2124,PHS,57498.756,42501.244,21474.669
2124,H2,0.0,0.0,0.0
2125,Li-Ion,0.0,0.0,0.0
2125,CAES,0.0,0.0,0.0
2125,PHS,57717.913,42282.087,24701.286
2125,H2,0.0,0.0,0.0
2126,Li-Ion,0.0,0.0,0.0
2126,CAES,0.0,0.0,0.0
2126,PHS,57807.216,42192.784,28107.86
2126,H2,0.0,0.0,0.0
2127,Li-Ion,0.0,0.0,0.0
2127,CAES,0.0,0.0,0.0
2127,PHS,57633.725,42366.275,31164.826
2127,H2,0.0,0.0,0.0
2128,Li-Ion,0.0,0.0,0.0
2128,CAES,0.0,0.0,0.0
2128,PHS,57335.452,42664.548,33620.731
2128,H2,0.0,0.0,0.0
2129,Li-Ion,0.0,0.0,0.0
2129,CAES,0.0,0.0,0.0
2129,PHS,56909.95,43090.05,35219.192
2129,H2,0.0,0.0,0.0
2130,Li-Ion,0.0,0.0,0.0
2130,CAES,0.0,0.0,0.0
2130,PHS,56350.76,43649.24,35690.809
2130,H2,0.0,0.0,0.0
2131,Li-Ion,0.0,0.0,0.0
2131,CAES,0.0,0.0,0.0
2131,PHS,55546.101,44453.899,34540.929
2131,H2,0.0,0.0,0.0
2132,Li-Ion,0.0,0.0,0.0
2132,CAES,0.0,0.0,0.0
2132,PHS,54617.591,45382.409,31519.974
2132,H2,0.0,0.0,0.0
2133,Li-Ion,0.0,0.0,0.0
2133,CAES,0.0,0.0,0.0
2133,PHS,54421.54,45578.46,28103.951
2133,H2,0.0,0.0,0.0
2134,Li-Ion,0.0,0.0,0.0
2134,CAES,0.0,0.0,0.0
2134,PHS,54874.754,45125.246,25601.215
2134,H2,0.0,0.0,0.0
2135,Li-Ion,0.0,0.0,0.0
2135,CAES,0.0,0.0,0.0
2135,PHS,55590.584,44409.416,24540.974
2135,H2,0.0,0.0,0.0
2136,Li-Ion,0.0,0.0,0.0
2136,CAES,0.0,0.0,0.0
2136,PHS,56377.852,43622.148,25067.184
2136,H2,0.0,0.0,0.0
2137,Li-Ion,0.0,0.0,0.0
2137,CAES,0.0,0.0,0.0
2137,PHS,56978.762,43021.238,26804.311
2137,H2,0.0,0.0,0.0
2138,Li-Ion,0.0,0.0,0.0
2138,CAES,0.0,0.0,0.0
2138,PHS,57248.788,42751.212,29085.577
2138,H2,0.0,0.0,0.0
2139,Li-Ion,0.0,0.0,0.0
2139,CAES,0.0,0.0,0.0
2139,PHS,57566.742,42433.258,32007.562
2139,H2,0.0,0.0,0.0
2140,Li-Ion,0.0,0.0,0.0
2140,CAES,0.0,0.0,0.0
2140,PHS,57720.601,42279.399,35239.594
2140,H2,0.0,0.0,0.0
2141,Li-Ion,0.0,0.0,0.0
2141,CAES,0.0,0.0,0.0
2141,PHS,57708.521,42291.479,38447.284
2141,H2,0.0,0.0,0.0
2142,Li-Ion,0.0,0.0,0.0
2142,CAES,0.0,0.0,0.0
2142,PHS,57529.381,42470.619,41293.982
2142,H2,0.0,0.0,0.0
2143,Li-Ion,0.0,0.0,0.0
2143,CAES,0.0,0.0,0.0
2143,PHS,57195.35,42804.65,43467.563
2143,H2,0.0,0.0,0.0
2144,Li-Ion,0.0,0.0,0.0
2144,CAES,0.0,0.0,0.0
2144,PHS,57043.27,42956.73,45334.682
2144,H2,0.0,0.0,0.0
2145,Li-Ion,0.0,0.0,0.0
2145,CAES,0.0,0.0,0.0
2145,PHS,56956.293,43043.707,47026.529
2145,H2,0.0,0.0,0.0
2146,Li-Ion,0.0,0.0,0.0
2146,CAES,0.0,0.0,0.0
2146,PHS,57256.712,42743.288,49323.763
2146,H2,0.0,0.0,0.0
2147,Li-Ion,0.0,0.0,0.0
2147,CAES,0.0,0.0,0.0
2147,PHS,57699.746,42300.254,52513.77
2147,H2,0.0,0.0,0.0
2148,Li-Ion,0.0,0.0,0.0
2148,CAES,0.0,0.0,0.0
2148,PHS,57990.535,42009.465,56289.755
2148,H2,0.0,0.0,0.0
2149,Li-Ion,0.0,0.0,0.0
2149,CAES,0.0,0.0,0.0
2149,PHS,58034.313,41965.687,60153.96
2149,H2,0.0,0.0,0.0
2150,Li-Ion,0.0,0.0,0.0
2150,CAES,0.0,0.0,0.0
2150,PHS,57996.396,42003.604,63941.758
2150,H2,0.0,0.0,0.0
2151,Li-Ion,0.0,0.0,0.0
2151,CAES,0.0,0.0,0.0
2151,PHS,57623.855,42376.145,66978.833
2151,H2,0.0,0.0,0.0
2152,Li-Ion,0.0,0.0,0.0
2152,CAES,0.0,0.0,0.0
2152,PHS,57141.306,42858.694,69043.507
2152,H2,0.0,0.0,0.0
