Hour,Solar PV Generation (MW),Solar PV Curtailment (MW),Wind Generation (MW),Wind Curtailment (MW),Gas CC Generation (MW),Power from Storage and Gas CC to Storage (MW)
4131,0.0,0.0,0.0,0.0,30758.742,13412.043999999994
4132,0.0,0.0,0.0,0.0,30758.742,13918.949999999997
4133,0.0,0.0,0.0,0.0,30758.742,13923.509999999995
4134,0.0,0.0,0.0,0.0,30758.742,13544.361999999994
4135,0.0,0.0,0.0,0.0,30758.742,13239.073999999993
4136,0.0,0.0,0.0,0.0,30758.742,12053.534
4137,0.0,0.0,0.0,0.0,30758.742,11154.75
4138,0.0,0.0,0.0,0.0,30758.742,10475.14
4139,0.0,0.0,0.0,0.0,30758.742,10326.881999999998
4140,0.0,0.0,0.0,0.0,30758.742,9867.985999999997
4141,0.0,0.0,0.0,0.0,30758.742,9537.090000000004
4142,0.0,0.0,0.0,0.0,30758.742,9182.07
4143,0.0,0.0,0.0,0.0,30758.742,8774.347999999998
4144,0.0,0.0,0.0,0.0,30758.742,7414.2409800000005
4145,0.0,0.0,0.0,0.0,30758.742,5869.872000000003
4146,0.0,0.0,0.0,0.0,30758.742,4529.754999999999
4147,0.0,0.0,0.0,0.0,30758.742,3833.0640000000003
4148,0.0,0.0,0.0,0.0,30758.742,4260.5055
4149,0.0,0.0,0.0,0.0,30758.742,4306.37526
4150,0.0,0.0,0.0,0.0,30758.742,4888.529999999999
4151,0.0,0.0,0.0,0.0,30758.742,6662.527899999999
4152,0.0,0.0,0.0,0.0,30758.742,8675.566000000006
4153,0.0,0.0,0.0,0.0,30758.742,10380.485
4154,0.0,0.0,0.0,0.0,30758.742,11714.951000000001
4155,0.0,0.0,0.0,0.0,30758.742,12614.343999999997
4156,0.0,0.0,0.0,0.0,30758.742,13319.092000000004
4157,0.0,0.0,0.0,0.0,30758.742,13558.991999999998
4158,0.0,0.0,0.0,0.0,30758.742,13650.652000000002
4159,0.0,0.0,0.0,0.0,30758.742,13735.195999999996
4160,0.0,0.0,0.0,0.0,30758.742,12531.779999999999
4161,0.0,0.0,0.0,0.0,30758.742,11737.426000000007
4162,0.0,0.0,0.0,0.0,30758.742,11108.721999999994
4163,0.0,0.0,0.0,0.0,30758.742,10596.182
4164,0.0,0.0,0.0,0.0,30758.742,9885.371
4165,0.0,0.0,0.0,0.0,30758.742,9245.971999999994
4166,0.0,0.0,0.0,0.0,30758.742,8261.522
4167,0.0,0.0,0.0,0.0,30758.742,6749.557999999997
4168,0.0,0.0,0.0,0.0,30758.742,4676.156999999999
4169,0.0,0.0,0.0,0.0,30758.742,3530.5235
4170,0.0,0.0,0.0,0.0,30758.742,1950.530999999999
4171,0.0,0.0,0.0,0.0,30758.742,1344.3123000000005
4172,0.0,0.0,0.0,0.0,30758.742,1917.0033000000003
4173,0.0,0.0,0.0,0.0,30758.742,2146.8110000000006
4174,0.0,0.0,0.0,0.0,30758.742,3098.865
4175,0.0,0.0,0.0,0.0,30758.742,5668.542999999998
4176,0.0,0.0,0.0,0.0,30758.742,8195.75
4177,0.0,0.0,0.0,0.0,30758.742,10227.072
4178,0.0,0.0,0.0,0.0,30758.742,11534.047999999995
4179,0.0,0.0,0.0,0.0,30758.742,12284.868000000002
4180,0.0,0.0,0.0,0.0,30758.742,12536.804000000004
4181,0.0,0.0,0.0,0.0,30758.742,12395.592000000004
4182,0.0,0.0,0.0,0.0,30758.742,11200.784
4183,0.0,0.0,0.0,0.0,30758.742,9480.061999999998
4184,0.0,0.0,0.0,0.0,30758.742,7370.743999999999
4185,0.0,0.0,0.0,0.0,30758.742,6229.8794
4186,0.0,0.0,0.0,0.0,30758.742,5584.5689999999995
4187,0.0,0.0,0.0,0.0,30758.742,5177.6346
4188,0.0,0.0,0.0,0.0,30758.742,4742.350000000006
4189,0.0,0.0,0.0,0.0,30758.742,4095.7479999999996
4190,0.0,0.0,0.0,0.0,30758.742,3216.5754
4191,0.0,0.0,0.0,0.0,30758.742,2071.3665
4192,0.0,0.0,0.0,0.0,30758.742,771.51735
4193,0.0,0.0,0.0,0.0,30758.742,-337.491
4194,0.0,0.0,0.0,0.0,30758.742,-1187.1309
4195,0.0,0.0,0.0,0.0,30758.742,-1165.0434
4196,0.0,0.0,0.0,0.0,30758.742,-151.58672
4197,0.0,0.0,0.0,0.0,30758.742,606.19097
4198,0.0,0.0,0.0,0.0,30758.742,2125.2404000000006
4199,0.0,0.0,0.0,0.0,30758.742,4736.624000000003
4200,0.0,0.0,0.0,0.0,30758.742,7535.2800000000025
4201,0.0,0.0,0.0,0.0,30758.742,9470.827999999994
4202,0.0,0.0,0.0,0.0,30758.742,10752.765
4203,0.0,0.0,0.0,0.0,30758.742,11674.040999999997
4204,0.0,0.0,0.0,0.0,30758.742,12215.468
4205,0.0,0.0,0.0,0.0,30758.742,12146.756000000001
4206,0.0,0.0,0.0,0.0,30758.742,11075.368000000002
4207,0.0,0.0,0.0,0.0,30758.742,9590.372000000003
4208,0.0,0.0,0.0,0.0,30758.742,7522.428
4209,0.0,0.0,0.0,0.0,30758.742,6430.827
4210,0.0,0.0,0.0,0.0,30758.742,5299.336000000003
4211,0.0,0.0,0.0,0.0,30758.742,4508.623000000001
4212,0.0,0.0,0.0,0.0,30758.742,4482.626
4213,0.0,0.0,0.0,0.0,30758.742,4742.8224
4214,0.0,0.0,0.0,0.0,30758.742,4166.901
4215,0.0,0.0,0.0,0.0,30758.742,3636.863000000005
4216,0.0,0.0,0.0,0.0,30758.742,2858.9050000000007
4217,0.0,0.0,0.0,0.0,30758.742,2313.2243
4218,0.0,0.0,0.0,0.0,30758.742,1983.8669
4219,0.0,0.0,0.0,0.0,30758.742,1844.3739
4220,0.0,0.0,0.0,0.0,30758.742,2328.1179999999986
4221,0.0,0.0,0.0,0.0,30758.742,2387.4731
4222,0.0,0.0,0.0,0.0,30758.742,3527.6229999999996
4223,0.0,0.0,0.0,0.0,30758.742,5793.705000000002
4224,0.0,0.0,0.0,0.0,30758.742,8349.926
4225,0.0,0.0,0.0,0.0,30758.742,10451.246
4226,0.0,0.0,0.0,0.0,30758.742,11533.089
4227,0.0,0.0,0.0,0.0,30758.742,12363.153999999995
4228,0.0,0.0,0.0,0.0,30758.742,12794.741999999998
4229,0.0,0.0,0.0,0.0,30758.742,12568.861000000004
4230,0.0,0.0,0.0,0.0,30758.742,11155.487999999998
4231,0.0,0.0,0.0,0.0,30758.742,9785.86
4232,0.0,0.0,0.0,0.0,30758.742,8064.450999999997
4233,0.0,0.0,0.0,0.0,30758.742,6829.0751
4234,0.0,0.0,0.0,0.0,30758.742,6600.733
4235,0.0,0.0,0.0,0.0,30758.742,6210.335999999996
4236,0.0,0.0,0.0,0.0,30758.742,6534.493999999999
4237,0.0,0.0,0.0,0.0,30758.742,6833.975999999999
4238,0.0,0.0,0.0,0.0,30758.742,6380.548999999999
4239,0.0,0.0,0.0,0.0,30758.742,5532.771000000001
4240,0.0,0.0,0.0,0.0,30758.742,4992.774999999998
4241,0.0,0.0,0.0,0.0,30758.742,4602.180999999997
4242,0.0,0.0,0.0,0.0,30758.742,3856.8066
4243,0.0,0.0,0.0,0.0,30758.742,3526.6749999999993
4244,0.0,0.0,0.0,0.0,30758.742,3750.128999999999
4245,0.0,0.0,0.0,0.0,30758.742,3740.6900000000005
4246,0.0,0.0,0.0,0.0,30758.742,4402.246000000001
4247,0.0,0.0,0.0,0.0,30758.742,6719.1512999999995
4248,0.0,0.0,0.0,0.0,30758.742,8761.206000000006
4249,0.0,0.0,0.0,0.0,30758.742,10592.497000000003
4250,0.0,0.0,0.0,0.0,30758.742,11748.724000000002
4251,0.0,0.0,0.0,0.0,30758.742,12551.199999999997
4252,0.0,0.0,0.0,0.0,30758.742,12879.351999999999
4253,0.0,0.0,0.0,0.0,30758.742,12589.733999999997
4254,0.0,0.0,0.0,0.0,30758.742,11529.558000000005
4255,0.0,0.0,0.0,0.0,30758.742,10074.931
4256,0.0,0.0,0.0,0.0,30758.742,8491.4726
4257,0.0,0.0,0.0,0.0,30758.742,7793.631999999998
4258,0.0,0.0,0.0,0.0,30758.742,7394.721999999994
4259,0.0,0.0,0.0,0.0,30758.742,7393.661999999997
4260,0.0,0.0,0.0,0.0,30758.742,6657.227000000003
4261,0.0,0.0,0.0,0.0,30758.742,6773.881000000001
4262,0.0,0.0,0.0,0.0,30758.742,6374.8494
4263,0.0,0.0,0.0,0.0,30758.742,5453.112000000001
4264,0.0,0.0,0.0,0.0,30758.742,4394.960000000006
4265,0.0,0.0,0.0,0.0,30758.742,3962.9079999999994
4266,0.0,0.0,0.0,0.0,30758.742,3266.0059999999994
4267,0.0,0.0,0.0,0.0,30758.742,3067.3312
4268,0.0,0.0,0.0,0.0,30758.742,3642.5459999999985
4269,0.0,0.0,0.0,0.0,30758.742,3404.1525
4270,0.0,0.0,0.0,0.0,30758.742,4270.18
4271,0.0,0.0,0.0,0.0,30758.742,6361.331000000002
4272,0.0,0.0,0.0,0.0,30758.742,8520.535000000003
4273,0.0,0.0,0.0,0.0,30758.742,10426.017999999996
4274,0.0,0.0,0.0,0.0,30758.742,11774.876000000004
4275,0.0,0.0,0.0,0.0,30758.742,12534.622000000003
4276,0.0,0.0,0.0,0.0,30758.742,12936.487999999998
4277,0.0,0.0,0.0,0.0,30758.742,12732.581999999995
4278,0.0,0.0,0.0,0.0,30758.742,11745.714000000007
4279,0.0,0.0,0.0,0.0,30758.742,10317.381999999998
4280,0.0,0.0,0.0,0.0,30758.742,8953.542000000001
4281,0.0,0.0,0.0,0.0,30758.742,7804.033600000001
4282,0.0,0.0,0.0,0.0,30758.742,7604.228000000003
4283,0.0,0.0,0.0,0.0,30758.742,7384.846999999998
4284,0.0,0.0,0.0,0.0,30758.742,6951.5934
4285,0.0,0.0,0.0,0.0,30758.742,6410.433999999994
4286,0.0,0.0,0.0,0.0,30758.742,5722.9142
4287,0.0,0.0,0.0,0.0,30758.742,4735.537000000004
4288,0.0,0.0,0.0,0.0,30758.742,4012.0027
4289,0.0,0.0,0.0,0.0,30758.742,3221.5149999999994
4290,0.0,0.0,0.0,0.0,30758.742,2771.864800000001
4291,0.0,0.0,0.0,0.0,30758.742,2696.6532000000007
4292,0.0,0.0,0.0,0.0,30758.742,3171.947
4293,0.0,0.0,0.0,0.0,30758.742,3448.2800000000007
4294,0.0,0.0,0.0,0.0,30758.742,4191.517
4295,0.0,0.0,0.0,0.0,30758.742,6114.518
4296,0.0,0.0,0.0,0.0,30758.742,8473.775000000001
4297,0.0,0.0,0.0,0.0,30758.742,10622.797999999995
4298,0.0,0.0,0.0,0.0,30758.742,12116.394
4299,0.0,0.0,0.0,0.0,30758.742,13091.606
4300,0.0,0.0,0.0,0.0,30758.742,13664.573999999993
4301,0.0,0.0,0.0,0.0,30758.742,13912.804000000004
4302,0.0,0.0,0.0,0.0,30758.742,13626.418000000005
4303,0.0,0.0,0.0,0.0,30758.742,13107.948000000004
4304,0.0,0.0,0.0,0.0,30758.742,11713.778000000006
4305,0.0,0.0,0.0,0.0,30758.742,11256.929999999993
4306,0.0,0.0,0.0,0.0,30758.742,11001.966
4307,0.0,0.0,0.0,0.0,30758.742,10554.653999999995
4308,0.0,0.0,0.0,0.0,30758.742,9740.620999999996
4309,0.0,0.0,0.0,0.0,30758.742,8902.573999999993
4310,0.0,0.0,0.0,0.0,30758.742,7949.368999999999
4311,0.0,0.0,0.0,0.0,30758.742,6724.3369999999995
4312,0.0,0.0,0.0,0.0,30758.742,5681.828000000001
4313,0.0,0.0,0.0,0.0,30758.742,5020.407999999999
4314,0.0,0.0,0.0,0.0,30758.742,4717.1251
4315,0.0,0.0,0.0,0.0,30758.742,4584.235999999997
4316,0.0,0.0,0.0,0.0,30758.742,4794.231
4317,0.0,0.0,0.0,0.0,30758.742,4699.9238
4318,0.0,0.0,0.0,0.0,30758.742,5213.777999999998
4319,0.0,0.0,0.0,0.0,30758.742,7043.104999999998
4320,0.0,0.0,0.0,0.0,30758.742,9240.566000000006
4321,0.0,0.0,0.0,0.0,30758.742,11010.498999999996
4322,0.0,0.0,0.0,0.0,30758.742,12366.884000000005
4323,0.0,0.0,0.0,0.0,30758.742,13398.570000000007
4324,0.0,0.0,0.0,0.0,30758.742,13968.207999999999
4325,0.0,0.0,0.0,0.0,30758.742,14323.14
4326,0.0,0.0,0.0,0.0,30758.742,14090.784
4327,0.0,0.0,0.0,0.0,30758.742,13952.642000000007
4328,0.0,0.0,0.0,0.0,30758.742,12887.482000000004
4329,0.0,0.0,0.0,0.0,30758.742,12435.178
4330,0.0,0.0,0.0,0.0,30758.742,11968.962
4331,0.0,0.0,0.0,0.0,30758.742,11246.818
4332,0.0,0.0,0.0,0.0,30758.742,10278.547999999995
4333,0.0,0.0,0.0,0.0,30758.742,9372.880000000005
4334,0.0,0.0,0.0,0.0,30758.742,8686.317
4335,0.0,0.0,0.0,0.0,30758.742,7455.135999999999
4336,0.0,0.0,0.0,0.0,30758.742,5920.0572
4337,0.0,0.0,0.0,0.0,30758.742,4582.402000000002
4338,0.0,0.0,0.0,0.0,30758.742,3251.3151
4339,0.0,0.0,0.0,0.0,30758.742,2341.7710000000006
4340,0.0,0.0,0.0,0.0,30758.742,2969.3721
4341,0.0,0.0,0.0,0.0,30758.742,3397.7069999999985
4342,0.0,0.0,0.0,0.0,30758.742,4345.758999999998
4343,0.0,0.0,0.0,0.0,30758.742,6621.382999999998
4344,0.0,0.0,0.0,0.0,30758.742,9106.569
4345,0.0,0.0,0.0,0.0,30758.742,10872.710000000006
4346,0.0,0.0,0.0,0.0,30758.742,12189.902000000002
4347,0.0,0.0,0.0,0.0,30758.742,13171.850000000006
4348,0.0,0.0,0.0,0.0,30758.742,13337.202000000005
4349,0.0,0.0,0.0,0.0,30758.742,12980.744000000006
4350,0.0,0.0,0.0,0.0,30758.742,11538.199999999997
4351,0.0,0.0,0.0,0.0,30758.742,9988.665
4352,0.0,0.0,0.0,0.0,30758.742,8027.2243
4353,0.0,0.0,0.0,0.0,30758.742,6554.1860000000015
4354,0.0,0.0,0.0,0.0,30758.742,5787.1159
4355,0.0,0.0,0.0,0.0,30758.742,4999.5639999999985
4356,0.0,0.0,0.0,0.0,30758.742,4394.317000000001
4357,0.0,0.0,0.0,0.0,30758.742,3865.7667
4358,0.0,0.0,0.0,0.0,30758.742,2542.8148
4359,0.0,0.0,0.0,0.0,30758.742,1290.1032
4360,0.0,0.0,0.0,0.0,30758.742,-69.967598
4361,0.0,0.0,0.0,0.0,30758.742,-1278.5025
4362,0.0,0.0,0.0,0.0,30758.742,-1913.0355
4363,0.0,0.0,0.0,0.0,30758.742,-1976.2091
4364,0.0,0.0,0.0,0.0,30758.742,-869.81746
4365,0.0,0.0,0.0,0.0,30758.742,-206.61799
4366,0.0,0.0,0.0,0.0,30758.742,1175.1611999999996
4367,0.0,0.0,0.0,0.0,30758.742,4000.0250000000015
4368,0.0,0.0,0.0,0.0,30758.742,6831.033
4369,0.0,0.0,0.0,0.0,30758.742,9142.512000000002
4370,0.0,0.0,0.0,0.0,30758.742,10265.474000000002
4371,0.0,0.0,0.0,0.0,30758.742,11288.796999999999
4372,0.0,0.0,0.0,0.0,30758.742,11850.987999999998
4373,0.0,0.0,0.0,0.0,30758.742,12051.953000000001
4374,0.0,0.0,0.0,0.0,30758.742,11027.423999999999
4375,0.0,0.0,0.0,0.0,30758.742,9552.728000000003
4376,0.0,0.0,0.0,0.0,30758.742,7527.991999999998
4377,0.0,0.0,0.0,0.0,30758.742,6281.5503
4378,0.0,0.0,0.0,0.0,30758.742,5858.68
4379,0.0,0.0,0.0,0.0,30758.742,5519.454999999998
4380,0.0,0.0,0.0,0.0,30758.742,4984.637999999999
4381,0.0,0.0,0.0,0.0,30758.742,4642.779999999999
4382,0.0,0.0,0.0,0.0,30758.742,3515.5377
4383,0.0,0.0,0.0,0.0,30758.742,2421.2646
4384,0.0,0.0,0.0,0.0,30758.742,1124.851999999999
4385,0.0,0.0,0.0,0.0,30758.742,-50.848448
4386,0.0,0.0,0.0,0.0,30758.742,-909.98201
4387,0.0,0.0,0.0,0.0,30758.742,-707.29518
4388,0.0,0.0,0.0,0.0,30758.742,-261.28539
4389,0.0,0.0,0.0,0.0,30758.742,508.00430000000006
4390,0.0,0.0,0.0,0.0,30758.742,1582.2183000000005
4391,0.0,0.0,0.0,0.0,30758.742,4321.833000000002
4392,0.0,0.0,0.0,0.0,30758.742,7039.528999999999
4393,0.0,0.0,0.0,0.0,30758.742,9257.910000000003
4394,0.0,0.0,0.0,0.0,30758.742,10514.152999999998
4395,0.0,0.0,0.0,0.0,30758.742,11519.311000000002
4396,0.0,0.0,0.0,0.0,30758.742,11995.760999999999
4397,0.0,0.0,0.0,0.0,30758.742,11968.145999999993
4398,0.0,0.0,0.0,0.0,30758.742,11139.677999999996
4399,0.0,0.0,0.0,0.0,30758.742,9660.941999999995
4400,0.0,0.0,0.0,0.0,30758.742,7656.228500000001
4401,0.0,0.0,0.0,0.0,30758.742,6658.376000000004
4402,0.0,0.0,0.0,0.0,30758.742,6335.1529
4403,0.0,0.0,0.0,0.0,30758.742,6094.006000000001
4404,0.0,0.0,0.0,0.0,30758.742,5591.3695
4405,0.0,0.0,0.0,0.0,30758.742,5036.063000000002
4406,0.0,0.0,0.0,0.0,30758.742,4589.5133
4407,0.0,0.0,0.0,0.0,30758.742,3441.1625
4408,0.0,0.0,0.0,0.0,30758.742,2508.8729999999996
4409,0.0,0.0,0.0,0.0,30758.742,1556.2168999999994
4410,0.0,0.0,0.0,0.0,30758.742,853.3346000000001
4411,0.0,0.0,0.0,0.0,30758.742,804.9175
4412,0.0,0.0,0.0,0.0,30758.742,1482.9191
4413,0.0,0.0,0.0,0.0,30758.742,1997.7516
4414,0.0,0.0,0.0,0.0,30758.742,2889.8729999999996
4415,0.0,0.0,0.0,0.0,30758.742,5335.911
4416,0.0,0.0,0.0,0.0,30758.742,7792.345999999998
4417,0.0,0.0,0.0,0.0,30758.742,9677.614999999998
4418,0.0,0.0,0.0,0.0,30758.742,11202.015
4419,0.0,0.0,0.0,0.0,30758.742,12253.236000000004
4420,0.0,0.0,0.0,0.0,30758.742,12892.428
4421,0.0,0.0,0.0,0.0,30758.742,13070.118000000002
4422,0.0,0.0,0.0,0.0,30758.742,12981.063999999998
4423,0.0,0.0,0.0,0.0,30758.742,13091.449999999997
4424,0.0,0.0,0.0,0.0,30758.742,11672.005999999994
4425,0.0,0.0,0.0,0.0,30758.742,11104.842000000004
4426,0.0,0.0,0.0,0.0,30758.742,10950.326000000001
4427,0.0,0.0,0.0,0.0,30758.742,10826.702000000005
4428,0.0,0.0,0.0,0.0,30758.742,10591.860999999997
4429,0.0,0.0,0.0,0.0,30758.742,10219.426999999996
4430,0.0,0.0,0.0,0.0,30758.742,9491.1116
4431,0.0,0.0,0.0,0.0,30758.742,8397.237999999998
4432,0.0,0.0,0.0,0.0,30758.742,7050.847999999998
4433,0.0,0.0,0.0,0.0,30758.742,5704.177
4434,0.0,0.0,0.0,0.0,30758.742,4758.961000000003
4435,0.0,0.0,0.0,0.0,30758.742,4493.9219
4436,0.0,0.0,0.0,0.0,30758.742,4987.127
4437,0.0,0.0,0.0,0.0,30758.742,5510.0048
4438,0.0,0.0,0.0,0.0,30758.742,6323.012999999999
4439,0.0,0.0,0.0,0.0,30758.742,7450.369999999999
4440,0.0,0.0,0.0,0.0,30758.742,9052.885999999999
4441,0.0,0.0,0.0,0.0,30758.742,10476.237999999998
4442,0.0,0.0,0.0,0.0,30758.742,11547.913
4443,0.0,0.0,0.0,0.0,30758.742,12537.490000000005
4444,0.0,0.0,0.0,0.0,30758.742,12921.384000000005
4445,0.0,0.0,0.0,0.0,30758.742,12742.118000000002
4446,0.0,0.0,0.0,0.0,30758.742,12024.888000000006
4447,0.0,0.0,0.0,0.0,30758.742,11144.945
4448,0.0,0.0,0.0,0.0,30758.742,9814.373999999996
4449,0.0,0.0,0.0,0.0,30758.742,9096.126000000004
4450,0.0,0.0,0.0,0.0,30758.742,8858.343999999997
4451,0.0,0.0,0.0,0.0,30758.742,8630.479999999996
4452,0.0,0.0,0.0,0.0,30758.742,7858.467999999997
4453,0.0,0.0,0.0,0.0,30758.742,7559.476000000002
4454,0.0,0.0,0.0,0.0,30758.742,6257.283000000003
4455,0.0,0.0,0.0,0.0,30758.742,4588.119999999999
4456,0.0,0.0,0.0,0.0,30758.742,2942.0274
4457,0.0,0.0,0.0,0.0,30758.742,1366.8701
4458,0.0,0.0,0.0,0.0,30758.742,-124.68399999999929
4459,0.0,0.0,0.0,0.0,30758.742,-196.78348
4460,0.0,0.0,0.0,0.0,30758.742,424.0935000000002
4461,0.0,0.0,0.0,0.0,30758.742,1116.7216
4462,0.0,0.0,0.0,0.0,30758.742,2325.9670000000006
4463,0.0,0.0,0.0,0.0,30758.742,4503.195
4464,0.0,0.0,0.0,0.0,30758.742,7076.130000000001
4465,0.0,0.0,0.0,0.0,30758.742,9463.187999999998
4466,0.0,0.0,0.0,0.0,30758.742,10759.135999999999
4467,0.0,0.0,0.0,0.0,30758.742,11914.598000000005
4468,0.0,0.0,0.0,0.0,30758.742,12637.660000000003
4469,0.0,0.0,0.0,0.0,30758.742,12845.835999999996
4470,0.0,0.0,0.0,0.0,30758.742,12860.957999999999
4471,0.0,0.0,0.0,0.0,30758.742,12134.962
4472,0.0,0.0,0.0,0.0,30758.742,10975.203999999998
4473,0.0,0.0,0.0,0.0,30758.742,10276.385999999999
4474,0.0,0.0,0.0,0.0,30758.742,9974.969000000005
4475,0.0,0.0,0.0,0.0,30758.742,9486.785
4476,0.0,0.0,0.0,0.0,30758.742,9086.707999999999
4477,0.0,0.0,0.0,0.0,30758.742,8422.508
4478,0.0,0.0,0.0,0.0,30758.742,7593.631999999998
4479,0.0,0.0,0.0,0.0,30758.742,6124.945
4480,0.0,0.0,0.0,0.0,30758.742,4727.3339
4481,0.0,0.0,0.0,0.0,30758.742,3138.6682
4482,0.0,0.0,0.0,0.0,30758.742,2209.3852
4483,0.0,0.0,0.0,0.0,30758.742,2029.934000000001
4484,0.0,0.0,0.0,0.0,30758.742,2716.7593
4485,0.0,0.0,0.0,0.0,30758.742,2926.8499999999985
4486,0.0,0.0,0.0,0.0,30758.742,3816.849
4487,0.0,0.0,0.0,0.0,30758.742,5901.417000000001
4488,0.0,0.0,0.0,0.0,30758.742,8436.319000000003
4489,0.0,0.0,0.0,0.0,30758.742,10391.833000000006
4490,0.0,0.0,0.0,0.0,30758.742,11870.254999999997
4491,0.0,0.0,0.0,0.0,30758.742,12842.322
4492,0.0,0.0,0.0,0.0,30758.742,13476.562000000005
4493,0.0,0.0,0.0,0.0,30758.742,13849.157999999996
4494,0.0,0.0,0.0,0.0,30758.742,13745.043999999994
4495,0.0,0.0,0.0,0.0,30758.742,13576.630000000005
4496,0.0,0.0,0.0,0.0,30758.742,12158.126000000004
4497,0.0,0.0,0.0,0.0,30758.742,11664.839999999997
4498,0.0,0.0,0.0,0.0,30758.742,11492.850000000006
4499,0.0,0.0,0.0,0.0,30758.742,11346.392000000007
4500,0.0,0.0,0.0,0.0,30758.742,10775.347999999998
4501,0.0,0.0,0.0,0.0,30758.742,10631.877999999997
4502,0.0,0.0,0.0,0.0,30758.742,10318.355000000003
4503,0.0,0.0,0.0,0.0,30758.742,9252.701999999997
4504,0.0,0.0,0.0,0.0,30758.742,8335.5045
4505,0.0,0.0,0.0,0.0,30758.742,6904.889999999999
4506,0.0,0.0,0.0,0.0,30758.742,5764.509999999998
4507,0.0,0.0,0.0,0.0,30758.742,4689.672999999999
4508,0.0,0.0,0.0,0.0,30758.742,5068.494999999999
4509,0.0,0.0,0.0,0.0,30758.742,5070.9701
4510,0.0,0.0,0.0,0.0,30758.742,5721.164000000001
4511,0.0,0.0,0.0,0.0,30758.742,7865.881999999998
4512,0.0,0.0,0.0,0.0,30758.742,10161.364000000001
4513,0.0,0.0,0.0,0.0,30758.742,11830.168000000005
4514,0.0,0.0,0.0,0.0,30758.742,12576.728000000003
4515,0.0,0.0,0.0,0.0,30758.742,13235.970000000001
4516,0.0,0.0,0.0,0.0,30758.742,13608.634000000005
4517,0.0,0.0,0.0,0.0,30758.742,12922.248000000007
4518,0.0,0.0,0.0,0.0,30758.742,11942.623999999996
4519,0.0,0.0,0.0,0.0,30758.742,10132.089999999997
4520,0.0,0.0,0.0,0.0,30758.742,7862.458999999999
4521,0.0,0.0,0.0,0.0,30758.742,6604.447
4522,0.0,0.0,0.0,0.0,30758.742,6038.352999999999
4523,0.0,0.0,0.0,0.0,30758.742,6174.6612
4524,0.0,0.0,0.0,0.0,30758.742,6144.544000000002
4525,0.0,0.0,0.0,0.0,30758.742,6185.588000000003
4526,0.0,0.0,0.0,0.0,30758.742,6199.625
4527,0.0,0.0,0.0,0.0,30758.742,5378.370999999999
4528,0.0,0.0,0.0,0.0,30758.742,4637.633999999998
4529,0.0,0.0,0.0,0.0,30758.742,3622.5811
4530,0.0,0.0,0.0,0.0,30758.742,2790.7824
4531,0.0,0.0,0.0,0.0,30758.742,2399.7990000000027
4532,0.0,0.0,0.0,0.0,30758.742,2948.7959999999985
4533,0.0,0.0,0.0,0.0,30758.742,2873.4992
4534,0.0,0.0,0.0,0.0,30758.742,3727.7162
4535,0.0,0.0,0.0,0.0,30758.742,6076.720000000001
4536,0.0,0.0,0.0,0.0,30758.742,8344.809999999998
4537,0.0,0.0,0.0,0.0,30758.742,10064.805999999997
4538,0.0,0.0,0.0,0.0,30758.742,11387.203999999998
4539,0.0,0.0,0.0,0.0,30758.742,12054.053
4540,0.0,0.0,0.0,0.0,30758.742,12512.971999999994
4541,0.0,0.0,0.0,0.0,30758.742,12079.969000000005
4542,0.0,0.0,0.0,0.0,30758.742,10997.309999999998
4543,0.0,0.0,0.0,0.0,30758.742,9413.192000000001
4544,0.0,0.0,0.0,0.0,30758.742,7599.024000000005
4545,0.0,0.0,0.0,0.0,30758.742,6650.333999999999
4546,0.0,0.0,0.0,0.0,30758.742,6507.1428
4547,0.0,0.0,0.0,0.0,30758.742,6438.074999999997
4548,0.0,0.0,0.0,0.0,30758.742,5962.0560000000005
4549,0.0,0.0,0.0,0.0,30758.742,5444.9919
4550,0.0,0.0,0.0,0.0,30758.742,4329.649000000005
4551,0.0,0.0,0.0,0.0,30758.742,3238.0109999999986
4552,0.0,0.0,0.0,0.0,30758.742,1857.4213999999993
4553,0.0,0.0,0.0,0.0,30758.742,757.62691
4554,0.0,0.0,0.0,0.0,30758.742,-595.43155
4555,0.0,0.0,0.0,0.0,30758.742,-359.35923
4556,0.0,0.0,0.0,0.0,30758.742,567.6310000000001
4557,0.0,0.0,0.0,0.0,30758.742,818.2898
4558,0.0,0.0,0.0,0.0,30758.742,1995.9371
4559,0.0,0.0,0.0,0.0,30758.742,4517.447
4560,0.0,0.0,0.0,0.0,30758.742,7047.062999999998
4561,0.0,0.0,0.0,0.0,30758.742,9218.876000000004
4562,0.0,0.0,0.0,0.0,30758.742,10459.425999999996
4563,0.0,0.0,0.0,0.0,30758.742,11135.563999999998
4564,0.0,0.0,0.0,0.0,30758.742,11458.971999999994
4565,0.0,0.0,0.0,0.0,30758.742,11335.828
4566,0.0,0.0,0.0,0.0,30758.742,10218.839999999997
4567,0.0,0.0,0.0,0.0,30758.742,8540.035999999993
4568,0.0,0.0,0.0,0.0,30758.742,6824.858
4569,0.0,0.0,0.0,0.0,30758.742,5803.43
4570,0.0,0.0,0.0,0.0,30758.742,5090.207700000001
4571,0.0,0.0,0.0,0.0,30758.742,4789.0381
4572,0.0,0.0,0.0,0.0,30758.742,3764.6509
4573,0.0,0.0,0.0,0.0,30758.742,2817.0943
4574,0.0,0.0,0.0,0.0,30758.742,1689.0156
4575,0.0,0.0,0.0,0.0,30758.742,772.25725
